restaurant_name,카테고리,리뷰 정보,review_text,리뷰 태그,,visit_date,방문일자,플랫폼,sort_type
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장일상,매일 지나가다가 보게 된 정원 2층에 있어서 조금 어색하긴 했지만 매장이나 음식 세팅이 너무 깔끔하고 가게 들어서자마자 너무 맛있는 짜장면 냄새가 벌써부터 군침이 도네요. 게다가 서빙 로봇 목소리가 청아하네요,인테리어가 멋져요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-08,2026-05-08,2026년 5월 8일 금요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,내돈내산 우리동네 중국집맛집 정원 짜장면 생각날때 한번씩 오는 우리동네 중국집이다. 짜장면은 많이 안달고 불향좋고 면 쫄깃 내가 딱좋아하는맛 짬뽕은 불향이 강하고 적당히 매운 정통짬뽕 맛나 탕수육 고기 도톰하고 튀김옷도 맛나고 소스도 정통 소스라 안질리고 먹기좋은 맛난 탕슉 ㅋㅋ 한번씩 찾기 좋은곳이다!!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-29,2026-04-29,2026년 4월 29일 수요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,율전동에 이만한 중국집 없습니다. 남편하고 매번 정원으로만 먹으러와요 양도 많고 깔끔하고 맛있어요 주차도 되고 매장도 넓고 음식도 빨리 나와요 탕수육이 진짜 맛있습니다 세트도 있으니까 가성비 있게 세트로 드세요 ! 접기,음식이 맛있어요재료가 신선해요매장이 넓어요혼밥하기 좋아요친절해요,2026-04-08,2026-04-08,2026년 4월 8일 수요일,네이버,latest
플레이스 플러스,플레이스 플러스,"저녁에 방문예약 후 이용대기 시간 바로 입장친목, 데이트연인・배우자, 지인・동료","성균관대근처 중국요리집!!! ♡정원♡ 오늘은 블랙데이니까~~~~~ 짜장면 먹으러~~~ 지인과 우린 커플~ 다같이 왔어요~~ 매장도 넓고, 음식도 맛있고!!👍👍👍 하하호호 맛있게 잘 먹고 갑니다👏👏👏 또 올께요!! 접기",음식이 맛있어요매장이 넓어요매장이 청결해요,2026-04-14,2026-04-14,2026년 4월 14일 화요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장친목지인・동료,짜장면 달달짭짤한데 소스도 진해서 계속 먹게 되는 맛이에요!! 면도 쫄깃해서 식감 좋았고 양도 생각보다 넉넉했어요! 짬뽕은 국물 얼큰한데 너무 자극적이지 않아서 좋았고 해산물도 꽤 신선해서 비린 맛 없어서 만족했어요. 전체적으로 깔끔하게 잘 먹은 느낌이라 다음에 또 오려구요😄❤️,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-06,2026-05-06,2026년 5월 6일 수요일,네이버,latest
플레이스 플러스,플레이스 플러스,"점심에 방문예약 없이 이용대기 시간 바로 입장나들이연인・배우자, 아이",일요일은 정원 짜장면이 진리! 3주만에 또 방문했어요~ 먹어도 먹어도 너무 맛있어서 자주 방문합니다. 오늘도 맛있는 짜장면 먹고 행복 충전했습니다 💕,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-22,2026-03-22,2026년 3월 22일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장여행기타,네이버에 매장 소개가 잘 돼 있어요 테이블 메트로 깔아준 종이 에도 아주 자세한 이용방법과 양해를 구하는 글이 들어 있어요 서비스 디테일에 강한 집이에요 깐풍기 유산슬 다 맛있었어요 간도 낮고 재료도 충분히 들어 있어요 깐풍기를 양상추위에 플레이팅 해줘서 좋았어요 류산슬에는 해 삼도 많고 은행도 꽤 많았어요 자장면 연발이 탁월해서 아들이 많이 칭찬했어요 감사합니다 잘 먹었어요 접기,음식이 맛있어요양이 많아요가성비가 좋아요메뉴 구성이 알차요친절해요,2026-05-08,2026-05-08,2026년 5월 8일 금요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,중식이 땡겨서 왔는데 저번에 와서 먹은 사천탕수육먹고 반해서 또 왔어요! 깐풍육 맛있고 여기 짜장도 .. 맛집 맞네요! 학교 근처라 그런가 가격도 좋고 맛있어요!!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-28,2026-04-28,2026년 4월 28일 화요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장일상지인・동료,"세트메뉴 시켰는데, 짜장면 뿐만 아니라 메뉴들이 빨리 나와서 좋아요. 메뉴 다양해서 중식 땡긴다 싶으면 오면 좋을것같아요!",음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-07,2026-05-07,2026년 5월 7일 목요일,네이버,latest
플레이스 플러스,플레이스 플러스,"저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 아이",너무 맛있어서 멀리서도 자주 오는곳이에요. 탕수육 바삭하고 맛있어요.,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-03,2026-05-03,2026년 5월 3일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장가족모임부모님,짬뽕은 국물이 시원칼칼하고 짜장면은 달달하고 탕수육은 바삭하고 고소해요. 너무 맛있고 전에 먹어본 유린기도 맛있어요. 강추합니다!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-13,2026-05-13,2026년 5월 13일 수요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장일상혼자,저번에 이어서 두번째 방문하는데 이 동네에서 먹은 짬뽕 중 제일 맛있어요! 그래서 매번 올 때마다 다른 메뉴로 먹어보려고 해요~~,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-14,2026-04-14,2026년 4월 14일 화요일,네이버,latest
플레이스 플러스,플레이스 플러스,"저녁에 방문예약 없이 이용대기 시간 바로 입장지인・동료, 친구","성균관대역, 성균관대, 중국집 늘 후회없이 맛있어오",음식이 맛있어요,2026-05-12,2026-05-12,2026년 5월 12일 화요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,여기 맛있어요! 피크시간에 요리가 제한적으로 가능한거는 좀 아쉽지만 동네서 중국요리 먹고 싶을때 한번씩 찾는 곳입니다~!!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-19,2026-04-19,2026년 4월 19일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,고향 다녀와서 점심으로 얼큰한게 먹고싶어 왔어요 언제나 와도 맛있어요,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-10,2026-05-10,2026년 5월 10일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장친목친구,"짜장 짬뽕 탕수육 미니 세트를 먹었어요! 기본에 충실한 맛으로 실패가 없습니다! 불로 잘 볶은 재료의 맛이 충분히 느껴지는 짬뽕, 덜 달아서 좋은 짜장 고기 맛이 잘 느껴지는 탕수육까지! 리뷰 이벤트를 하면 음료나 군만두를 주십니다 ^_^ 성대 근처 최고 중국집 맛집 👍🏻 접기",음식이 맛있어요양이 많아요가성비가 좋아요매장이 넓어요혼밥하기 좋아요,2026-02-20,2026-02-20,2026년 2월 20일 금요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,집 근처 중국집 유목민이었는데 이집 짜장면 먹고 여기 자주 올 것 같아요. 진짜 맛있어요. 홀도 넓고 쾌적합니다,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-09,2026-05-09,2026년 5월 9일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트부모님,어버이날겸해서 식사하러왔는데 역시 정원은 모드누메뉴가 맛있습니다!,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-09,2026-05-09,2026년 5월 9일 토요일,네이버,latest
플레이스 플러스,플레이스 플러스,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,"성대 근처 맛집으로 유명해서 와봤어요! 점심시간 지나서 도착했더니 웨이팅도 없구 음식도 빠르게 나왔습니다! 짜장면 정말 맛있었고, 등심탕수육도 맛있었어요 :)",음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-26,2026-04-26,2026년 4월 26일 일요일,네이버,latest
플레이스 플러스,플레이스 플러스,저녁에 방문예약 없이 이용대기 시간 바로 입장일상친구,배달 대신 매장에 직접 와서 먹어봤는데 역시 탁월한 선택이었어요! 주방에서 나오자마자 바로 먹어서 그런지 짜장면 면발이 정말 쫄깃하고 소스가 잘 배어 있어서 끝까지 맛있게 먹었습니다. 짬뽕도 국물이 식지 않고 뜨끈해서 얼큰하고 시원한 맛을 제대로 느낄 수 있었어요. 건더기도 실하고 매장도 깔끔해서 앞으로도 종종 직접 와서 먹을 것 같습니다. 잘 먹고 갑니다!,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-13,2026-05-13,2026년 5월 13일 수요일,네이버,latest
MLMC,"카페,디저트",점심에 방문예약 없이 이용대기 시간 바로 입장,여기는 케이크가 찐이에요 너무 맛있고 식물성생크림리 아닌 100퍼셈트 우유생크림이시 때문에 부드럽고 아주 담백하고 아주 맛있어서 올 때마다 먹어요. 이번에는 케이크를 2개나 먹었는데 너무 맛있어서 또 먹고 싶네요. 주말에는 자리가 없을 정도로 사람둘이 가득해요오,디저트가 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-11,2026-04-11,2026년 4월 11일 토요일,네이버,latest
MLMC,"카페,디저트",점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,케이크 맛집이라고 해서 집 가는 길에 들렸어요 소문대로 망고케이크가 정말 맛있어요.. 🥹 크림이 느끼한 크림이 아니고 부드러운 크림이에요 망고도 많이 들어가있고요.. 카페 분위기가 좋아서 테라스에서 데이트하기 정말 좋을 거 같아요 친절하기까지 해서 다음에 또 오고 싶어요! 번창하세요 ~,커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-05,2026-05-05,2026년 5월 5일 화요일,네이버,latest
MLMC,"카페,디저트",점심에 방문예약 없이 이용대기 시간 바로 입장일상친척・형제자매,동물성 생크림만 사용해서 그런지 케이크가 엄청 촉촉하고 부드러워요👍  망고케이크는 망고가 가득한데다가 과일 당도도 좋아서 맛있었고  얼그레이 갸또는 여기 방문할 때 마다 꼭 먹는 케이크인데 얼그레이 향이 최고 !!  케이크 뿐만 아니라 음료랑 커피도 맛있어요💛 접기,커피가 맛있어요디저트가 맛있어요음료가 맛있어요,2026-05-02,2026-05-02,2026년 5월 2일 토요일,네이버,latest
MLMC,"카페,디저트",점심에 방문예약 없이 이용대기 시간 바로 입장일상혼자,동네에서 분위기 좋고 음료랑 디저트도 맛있는 카페예요! 혼자 작업하거나 카공하기에도 좋고 담소나누러 오기에도 좋은 곳입니다. 미숫가루라떼가 있는데 부드럽고 달달한 미숫가루의 장점은 살리면서 끝맛이 정말 깔끔해요~! MLMC 최애 음료예요❤️,음료가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-13,2026-05-13,2026년 5월 13일 수요일,네이버,latest
MLMC,"카페,디저트",점심에 방문예약 후 이용대기 시간 바로 입장데이트연인・배우자,케이크 맛집이라해서 기대를 안고 방문!! 디저트 엄청 좋아해서 이곳저곳 다 다녀봤는데 여기 생크림 찐이네요 고소한데 안느끼!!! 망고도 생망고에여!!!!!! 이렇게 달달한 망고 오랫만!! 음료들도 남편것 까지 맛봤는데 다 맛있음!!!! 다음엔 홀케이크 사러 가야겠어요 ! 부모님들도 안느끼해서 좋아하실듯 해요! 접기,커피가 맛있어요디저트가 맛있어요음료가 맛있어요특별한 메뉴가 있어요인테리어가 멋져요,2026-05-01,2026-05-01,2026년 5월 1일 금요일,네이버,latest
MLMC,"카페,디저트",점심에 방문예약 후 이용대기 시간 바로 입장데이트연인・배우자,주차는 건너편에 주차선 있는곳에 하고 가니 좋았어요! 공부하시는 분들이 가득 차서 이야기하기가 조금 어려워서 테라스로 나왔어요!(넘 조용해서ㅠㅠ) 매장 안 부위기는 아늑하고 따뜻한 느낌!!!! ㅎㅎ 테라스는 또 뭔가 아기자기 ㅎㅎ근디 테라스에 앉아있으니... 근처에서 흡연 하시는 분들이 🥲(카페 근처에서 흡연(전담 포함) 금지 안내문 같은 거 있음 좋겠어요!)또르르르 그래도 커피도 맛있고 케이크도 맛있고 근처에 공원? 같은것도 있어서 테이크아웃 해서 가도 좋겠더라구요 :),커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-12,2026-04-12,2026년 4월 12일 일요일,네이버,latest
MLMC,"카페,디저트",점심에 방문예약 후 이용대기 시간 바로 입장나들이연인・배우자,"MLMC 2층 카페 공간이 생각보다 넓고 분위기가 좋아서 데이트하기 딱 좋은 곳이었어요. 생딸기생크림케이크랑 다크초콜릿케이크 둘 다 맛있었고, 특히 생크림이 가볍고 부드러워서 계속 먹게 되더라고요. 밀크슈페너랑 바닐라빈라떼도 딱 맛있는 커피맛집이더라구요! 혼자 카공하시는 분들도 많아서 편하게 오래 머물기 좋은 수원카페였습니다. 다음에는 디저트 포장하러 재방문 하려구요!",커피가 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-28,2026-03-28,2026년 3월 28일 토요일,네이버,latest
